price,geo_risk_score,location_rating,grade_of_the_house,number_of_bedrooms,number_of_bathrooms,living_area,investment_score,investment_recommendation
230000,0.0,Low Risk,8,3,2.5,1920,32.13368983957219,Low Investment
226500,0.1463556851311953,Low Risk,7,3,1.75,1640,34.239254143215724,Low Investment
209950,0.0005830903790087,Low Risk,7,3,1.5,1380,27.713163187352862,Low Investment
185000,0.149271137026239,Low Risk,7,4,1.0,1490,34.954802700300895,Low Investment
160000,0.0040816326530612,Low Risk,6,2,1.0,1040,22.944013969224052,Low Investment
100000,0.1460641399416909,Low Risk,6,2,1.0,910,28.27572067788154,Low Investment
1050000,0.5868804664723031,Medium Risk,8,4,3.0,2920,59.282705289908165,Moderate Investment
1040000,0.0064139941690962,Low Risk,8,4,1.0,3410,37.37420682558738,Moderate Investment
988500,0.8481049562682214,High Potential,9,3,2.75,2015,69.31189878548821,High Investment Potential
980000,0.153935860058309,Low Risk,9,5,2.5,3160,46.60663226329493,Moderate Investment
930000,0.0005830903790087,Low Risk,9,3,3.25,2640,37.08214714457211,Moderate Investment
868500,0.2959183673469387,Low Risk,10,3,2.5,2920,52.644221324893586,Moderate Investment
835000,0.0049562682215743,Low Risk,8,4,2.0,1910,33.30520260052073,Low Investment
830000,0.1545189504373177,Low Risk,9,5,3.0,3040,46.30910026348201,Moderate Investment
785000,0.2979591836734693,Low Risk,9,3,2.75,3010,49.96649568918476,Moderate Investment
780000,0.1472303206997084,Low Risk,7,4,1.75,2480,37.52022887076909,Moderate Investment
753888,0.4419825072886297,Medium Risk,9,4,2.5,2660,55.79159975678583,Moderate Investment
719000,0.4457725947521866,Medium Risk,8,3,2.5,1690,49.349620367627566,Moderate Investment
716500,0.2965014577259475,Low Risk,9,4,2.5,3290,51.656849752888164,Moderate Investment
712000,0.0058309037900874,Low Risk,7,3,1.0,1250,27.57548214090831,Low Investment
660000,0.153935860058309,Low Risk,7,3,1.75,1320,33.68684616703824,Low Investment
647500,0.003206997084548,Low Risk,8,4,1.75,2060,33.63630127375625,Low Investment
636000,0.1460641399416909,Low Risk,7,2,1.75,1230,32.13133565114357,Low Investment
615000,0.2938775510204081,Low Risk,7,2,1.0,1540,38.872749099639854,Moderate Investment
595000,0.1498542274052478,Low Risk,7,3,2.5,1750,34.67331348123665,Low Investment
589900,0.151603498542274,Low Risk,7,2,3.0,3160,37.513337802653524,Moderate Investment
569000,0.1530612244897959,Low Risk,8,4,2.25,2250,40.1384917603405,Moderate Investment
559950,0.146938775510204,Low Risk,8,2,2.0,1870,36.87755102040816,Moderate Investment
553650,0.1501457725947522,Low Risk,8,2,2.5,1360,35.642194540153724,Moderate Investment
545000,0.5865889212827987,Medium Risk,8,3,2.25,1780,55.222915140082,Moderate Investment
543200,0.588338192419825,Medium Risk,7,6,2.25,2820,58.07363464866466,Moderate Investment
538000,0.0005830903790087,Low Risk,7,4,1.75,1840,29.94310971141703,Low Investment
537500,0.003206997084548,Low Risk,7,4,2.5,2550,31.946461701563738,Low Investment
535000,0.2959183673469387,Low Risk,8,4,2.5,2280,45.93299137836952,Moderate Investment
533000,0.0052478134110787,Low Risk,7,3,1.0,1670,28.67515317815438,Low Investment
530000,0.1466472303206997,Low Risk,8,3,1.75,1980,38.16000685988681,Moderate Investment
530000,0.1545189504373177,Low Risk,7,4,2.75,2280,37.27701470198468,Moderate Investment
524000,0.2994169096209912,Low Risk,8,3,2.25,2430,45.47400258804821,Moderate Investment
515000,0.2982507288629737,Low Risk,7,2,1.0,1060,37.76425375344943,Moderate Investment
500000,0.2991253644314868,Low Risk,8,3,1.75,1410,42.735068053195306,Moderate Investment
499000,0.1527696793002915,Low Risk,8,2,1.5,1110,35.07870161051434,Moderate Investment
494000,0.2979591836734693,Low Risk,8,3,2.5,2310,45.09483793517407,Moderate Investment
489990,0.1545189504373177,Low Risk,8,5,2.25,2440,41.7048221886157,Moderate Investment
450000,0.1463556851311953,Low Risk,7,3,2.0,1510,33.89166056032803,Low Investment
441750,0.1489795918367347,Low Risk,8,2,1.5,1020,34.68645640074212,Low Investment
438000,0.2924198250728863,Low Risk,8,2,1.0,980,40.31711385853042,Moderate Investment
437000,0.2950437317784256,Low Risk,7,3,1.75,1310,39.30442306792847,Moderate Investment
424500,0.0049562682215743,Low Risk,7,3,1.75,1460,28.101994044370993,Low Investment
413450,0.007871720116618,Low Risk,8,3,2.5,1540,31.43251586348825,Low Investment
405000,0.2947521865889212,Low Risk,7,2,1.0,1020,37.51736019082957,Moderate Investment
403000,0.0058309037900874,Low Risk,8,3,2.75,2090,32.821471445721144,Low Investment
402000,0.0040816326530612,Low Risk,7,3,2.5,1960,29.403907017352395,Low Investment
385000,0.0014577259475218,Low Risk,7,3,1.75,1890,29.11178497372975,Low Investment
375000,0.2924198250728863,Low Risk,7,6,2.25,3206,47.26898551628443,Moderate Investment
358000,0.149271137026239,Low Risk,7,2,1.5,960,31.537690400835654,Low Investment
350000,0.0064139941690962,Low Risk,8,4,1.75,2250,34.272602547512506,Low Investment
349000,0.1498542274052478,Low Risk,7,3,1.75,1590,34.24550599460564,Low Investment
347500,0.146938775510204,Low Risk,9,4,2.5,2460,43.455091127360035,Moderate Investment
335000,0.1507288629737609,Low Risk,7,3,1.5,2240,36.018459331784655,Moderate Investment
330000,0.293002915451895,Low Risk,7,2,2.0,1550,38.86450164481377,Moderate Investment
325900,0.1542274052478133,Low Risk,8,4,2.5,2320,40.372304766062264,Moderate Investment
321950,0.153935860058309,Low Risk,7,2,1.25,860,31.456899642974072,Low Investment
307000,0.1475218658892128,Low Risk,7,3,1.75,1890,34.95435057139739,Low Investment
297950,0.1475218658892128,Low Risk,7,3,2.0,1240,33.216382656958885,Low Investment
295000,0.2932944606413993,Low Risk,7,2,1.75,2200,40.614131366832446,Moderate Investment
295000,0.0046647230320699,Low Risk,8,3,2.5,1920,32.32027876085499,Low Investment
270000,0.0061224489795918,Low Risk,7,4,2.5,1810,30.08447015169704,Low Investment
266000,0.153935860058309,Low Risk,7,3,2.5,1940,35.344600177733426,Moderate Investment
262000,0.0005830903790087,Low Risk,7,4,2.5,2020,30.424393133876926,Low Investment
260000,0.2965014577259475,Low Risk,7,4,1.5,2130,42.5552454748133,Moderate Investment
258000,0.1536443148688046,Low Risk,7,4,1.75,1730,35.77144104395005,Moderate Investment
246000,0.0026239067055393,Low Risk,7,3,1.75,1390,27.82153380832852,Low Investment
245000,0.2944606413994168,Low Risk,7,3,1.5,1260,39.147409613195926,Moderate Investment
235000,0.0023323615160349,Low Risk,6,2,1.0,1270,23.489016385775084,Low Investment
230000,0.0084548104956268,Low Risk,6,3,1.75,950,23.87829937169673,Low Investment
230000,0.2988338192419825,Low Risk,6,3,1.0,1390,36.66993030978625,Moderate Investment
229000,0.005539358600583,Low Risk,7,3,2.5,1190,27.403392525841504,Low Investment
228000,0.1466472303206997,Low Risk,7,4,1.75,2000,36.21348279571569,Moderate Investment
211000,0.0005830903790087,Low Risk,7,4,1.0,2100,30.63829687719243,Low Investment
207000,0.2991253644314868,Low Risk,7,3,1.0,1490,39.94897179651081,Moderate Investment
205000,0.0058309037900874,Low Risk,6,2,1.0,720,22.15836984144307,Low Investment
134000,0.0029154518950437,Low Risk,7,2,1.5,980,25.736938931416724,Low Investment
82500,0.1489795918367347,Low Risk,5,2,1.0,520,24.349558005020192,Low Investment
985000,0.2950437317784256,Low Risk,11,4,2.25,4230,60.111909698944515,High Investment Potential
920000,0.1524781341107871,Low Risk,10,4,3.0,3750,50.12586333234593,Moderate Investment
851000,0.003206997084548,Low Risk,10,3,2.5,3560,42.646996460922026,Moderate Investment
839900,0.1463556851311953,Low Risk,9,4,3.5,3810,47.04139318064888,Moderate Investment
833000,0.153935860058309,Low Risk,10,4,2.75,3780,50.26438627399011,Moderate Investment
800000,0.1495626822157434,Low Risk,9,4,3.25,3540,46.44774793034097,Moderate Investment
782000,0.1457725947521865,Low Risk,10,4,2.5,2830,47.39774870987356,Moderate Investment
769900,0.1486880466472303,Low Risk,8,4,3.5,2730,41.24698710653092,Moderate Investment
765000,0.1513119533527697,Low Risk,10,4,2.75,2790,47.51237118223913,Moderate Investment
759000,0.0049562682215743,Low Risk,9,3,2.25,2950,38.085951263622334,Moderate Investment
742500,0.2918367346938775,Low Risk,8,4,2.75,3100,47.962239441231034,Moderate Investment
705000,0.4379008746355684,Medium Risk,8,2,2.5,2200,49.398387926599206,Moderate Investment
610000,0.146938775510204,Low Risk,8,3,3.0,2480,39.50856706318891,Moderate Investment
604000,0.1481049562682215,Low Risk,9,4,2.5,2260,42.96697899939197,Moderate Investment
590000,0.2994169096209912,Low Risk,9,4,2.25,2430,49.47400258804821,Moderate Investment
585000,0.1486880466472303,Low Risk,8,4,3.25,2400,40.36463416535445,Moderate Investment
583000,0.2956268221574343,Low Risk,8,4,2.5,2660,46.93737235153801,Moderate Investment
580000,0.0017492711370262,Low Risk,9,4,2.5,2840,38.66355373318159,Moderate Investment
566000,0.1504373177842565,Low Risk,8,3,2.25,1660,37.45599538516705,Moderate Investment
565000,0.1545189504373177,Low Risk,8,4,2.25,2470,40.785036092359015,Moderate Investment
557000,0.1463556851311953,Low Risk,8,4,2.5,2840,41.44781029294835,Moderate Investment
542500,0.2982507288629737,Low Risk,8,4,2.5,2330,46.15997567858312,Moderate Investment
536500,0.3002915451895043,Low Risk,7,4,1.75,2000,42.359255390467865,Moderate Investment
536000,0.0017492711370262,Low Risk,7,3,1.75,1300,27.545906674358054,Low Investment
532000,0.2950437317784256,Low Risk,8,5,3.0,3480,50.106562105361625,Moderate Investment
525000,0.0023323615160349,Low Risk,8,3,2.5,2030,32.52110194727241,Low Investment
511555,0.0075801749271137,Low Risk,7,3,2.0,1400,28.046522505105937,Low Investment
505000,0.29533527696793,Low Risk,8,3,2.5,2100,44.42838434074929,Moderate Investment
491300,0.4384839650145771,Medium Risk,7,3,1.75,1750,46.218502985609824,Moderate Investment
490000,0.007871720116618,Low Risk,6,2,1.0,1840,25.234654900921406,Low Investment
481450,0.1542274052478133,Low Risk,7,3,2.0,1410,33.93914968584836,Low Investment
465000,0.0084548104956268,Low Risk,9,4,2.5,1930,36.498620227311704,Moderate Investment
463000,0.0046647230320699,Low Risk,7,2,1.0,1150,26.26145523144322,Low Investment
460000,0.0064139941690962,Low Risk,7,4,1.75,1750,29.935704151790585,Low Investment
445000,0.0043731778425655,Low Risk,7,4,2.0,1650,29.58669181958497,Low Investment
445000,0.29533527696793,Low Risk,7,2,2.0,1150,37.88827738887763,Moderate Investment
431000,0.5889212827988337,Medium Risk,8,4,2.25,2170,57.35899034938651,Moderate Investment
428750,0.153935860058309,Low Risk,7,3,1.0,1620,34.4889852044714,Low Investment
415000,0.0043731778425655,Low Risk,8,4,2.25,3060,36.3567452955208,Moderate Investment
402500,0.2941690962099125,Low Risk,10,4,2.5,2600,52.71863550615051,Moderate Investment
387000,0.2994169096209912,Low Risk,7,3,2.25,1445,39.84031274847601,Moderate Investment
382000,0.1481049562682215,Low Risk,8,3,3.25,1410,36.69425172666469,Moderate Investment
376000,0.2932944606413993,Low Risk,8,3,2.0,1340,42.31466612619074,Moderate Investment
360000,0.1478134110787172,Low Risk,7,2,1.0,1420,32.709327886998956,Low Investment
352000,0.1521865889212827,Low Risk,8,3,2.25,1640,37.472490294819224,Moderate Investment
336900,0.1507288629737609,Low Risk,6,3,1.75,1780,31.788512807720487,Low Investment
330000,0.1483965014577259,Low Risk,8,4,2.5,1940,39.1230258337101,Moderate Investment
325000,0.149271137026239,Low Risk,8,3,2.25,1352,36.585818743081646,Moderate Investment
325000,0.0069970845481049,Low Risk,7,4,1.5,1470,29.210364665346656,Low Investment
324000,0.0026239067055393,Low Risk,7,3,2.25,998,26.773405466082533,Low Investment
323000,0.29533527696793,Low Risk,8,4,2.75,1970,45.080790757861585,Moderate Investment
320000,0.0072886297376093,Low Risk,8,4,2.25,2310,34.468015777739666,Low Investment
315000,0.293002915451895,Low Risk,7,5,1.75,2320,43.92332517422553,Moderate Investment
312000,0.293002915451895,Low Risk,7,4,2.25,1930,41.880544425562434,Moderate Investment
311100,0.1481049562682215,Low Risk,7,4,2.25,2130,36.61938541650426,Moderate Investment
303500,0.1533527696793002,Low Risk,7,3,1.5,1060,32.968335386102495,Low Investment
290000,0.2982507288629737,Low Risk,7,4,2.5,2000,42.277622737406645,Moderate Investment
280950,0.5880466472303205,Medium Risk,7,3,1.75,1390,51.23844342931977,Moderate Investment
280000,0.1501457725947522,Low Risk,7,4,2.0,2190,36.86144587705212,Moderate Investment
275000,0.1536443148688046,Low Risk,6,3,1.5,1390,30.862350134859135,Low Investment
270000,0.1545189504373177,Low Risk,7,3,1.5,1500,34.19145320465849,Low Investment
270000,0.0087463556851311,Low Risk,7,3,2.0,1690,28.868570804945353,Low Investment
260000,0.0052478134110787,Low Risk,7,3,2.0,1920,29.34360237601534,Low Investment
260000,0.2924198250728863,Low Risk,7,3,2.5,1420,39.493584446765716,Moderate Investment
255000,0.1545189504373177,Low Risk,6,2,1.0,960,28.747602937278803,Low Investment
255000,0.1504373177842565,Low Risk,6,2,1.0,810,28.183268112439777,Low Investment
254000,0.2921282798833818,Low Risk,8,3,2.5,1850,43.631655259506395,Moderate Investment
252500,0.0011661807580174,Low Risk,7,3,1.0,1030,26.800657925507863,Low Investment
251000,0.2979591836734693,Low Risk,7,3,1.75,1220,39.18039943250027,Moderate Investment
248000,0.2950437317784256,Low Risk,7,4,3.0,2163,42.58517173103007,Moderate Investment
234950,0.1475218658892128,Low Risk,6,3,1.0,1360,30.53723827193215,Low Investment
225000,0.0023323615160349,Low Risk,7,3,2.5,2000,29.440888043529096,Low Investment
224500,0.0026239067055393,Low Risk,7,4,1.0,1430,28.928485679986277,Low Investment
212000,0.2944606413994168,Low Risk,7,2,1.5,1020,37.5056983832494,Moderate Investment
201500,0.0026239067055393,Low Risk,7,3,1.0,1160,27.206560546296437,Low Investment
195000,0.0069970845481049,Low Risk,6,2,1.0,720,22.20501707176377,Low Investment
875000,0.1472303206997084,Low Risk,8,4,2.0,2520,40.627180742426845,Moderate Investment
549900,0.0029154518950437,Low Risk,8,5,2.75,3060,37.29843625761993,Moderate Investment
394950,0.1463556851311953,Low Risk,8,3,2.5,1350,36.46385307369701,Moderate Investment
320000,0.1530612244897959,Low Risk,7,3,2.5,2130,35.81763614536724,Moderate Investment
265000,0.1507288629737609,Low Risk,7,4,1.0,1940,36.216320294351505,Moderate Investment
842500,0.0037900874635568,Low Risk,9,4,2.5,2160,36.92700456806099,Moderate Investment
368000,0.1513119533527697,Low Risk,7,3,2.5,1370,33.71557973838887,Low Investment
1080000,0.1475218658892128,Low Risk,11,3,2.5,3720,51.847398699739635,Moderate Investment
1050000,0.1504373177842565,Low Risk,10,4,3.75,3280,48.78754618730609,Moderate Investment
1030000,0.1481049562682215,Low Risk,9,4,3.25,3270,45.66751375875025,Moderate Investment
1020000,0.8787172011661807,High Potential,9,3,2.5,2920,72.95617467766327,High Investment Potential
950000,0.0002915451895043,Low Risk,9,5,3.0,4530,44.123961272820814,Moderate Investment
947500,0.1457725947521865,Low Risk,10,4,2.25,3290,48.62769523393773,Moderate Investment
947500,0.410204081632653,Medium Risk,8,3,2.75,2980,51.37607770380879,Moderate Investment
927000,0.0072886297376093,Low Risk,8,4,2.75,3300,37.11507460126908,Moderate Investment
910000,0.1501457725947522,Low Risk,8,3,2.0,2700,40.22508224068848,Moderate Investment
900000,0.3,Low Risk,10,4,3.25,4700,58.56684491978609,Moderate Investment
885000,0.29533527696793,Low Risk,9,4,2.5,2830,50.3802559985033,Moderate Investment
876650,0.149271137026239,Low Risk,9,3,3.25,2170,41.772984518482716,Moderate Investment
870300,0.1466472303206997,Low Risk,8,4,2.5,2350,40.14931167272103,Moderate Investment
850000,0.3002915451895043,Low Risk,8,4,1.75,2350,46.295084267473214,Moderate Investment
840000,0.2950437317784256,Low Risk,7,4,2.75,2600,43.75362092889104,Moderate Investment
809000,0.2924198250728863,Low Risk,9,5,4.5,4630,56.07647214730048,Moderate Investment
788000,0.2938775510204081,Low Risk,9,4,3.25,3680,52.5946742333297,Moderate Investment
770000,0.2921282798833818,Low Risk,9,3,1.75,1720,46.2840616766187,Moderate Investment
751000,0.146938775510204,Low Risk,9,4,2.5,3110,45.193059041798534,Moderate Investment
750000,0.1521865889212827,Low Risk,9,4,2.5,2980,45.05537799535398,Moderate Investment
746000,0.1498542274052478,Low Risk,9,3,2.5,2620,42.9995166897928,Moderate Investment
734200,0.2962099125364431,Low Risk,7,4,2.5,2760,44.22807564584275,Moderate Investment
690000,0.0052478134110787,Low Risk,9,4,2.5,2670,38.34894996959823,Moderate Investment
675000,0.2979591836734693,Low Risk,7,4,3.0,2400,43.33547964640401,Moderate Investment
660000,0.2982507288629737,Low Risk,8,4,2.5,2550,46.74821097270077,Moderate Investment
647000,0.2997084548104956,Low Risk,8,4,2.5,3040,48.116680438409134,Moderate Investment
635000,0.0072886297376093,Low Risk,8,3,2.5,1570,31.48940615207122,Low Investment
630000,0.1530612244897959,Low Risk,7,4,2.0,1770,35.855069300447454,Moderate Investment
620000,0.2988338192419825,Low Risk,8,3,1.5,1620,43.28490357181833,Moderate Investment
615000,0.5586005830903789,Medium Risk,7,2,1.75,2040,50.79856877816061,Moderate Investment
610000,0.2915451895043731,Low Risk,7,4,3.0,2110,42.303518810121446,Moderate Investment
582000,0.2944606413994168,Low Risk,7,4,1.75,2120,42.44687485383764,Moderate Investment
560000,0.1489795918367347,Low Risk,8,3,2.0,2560,39.804103459565646,Moderate Investment
540000,0.0011661807580174,Low Risk,8,4,2.25,2540,34.83809108058808,Low Investment
522000,0.0043731778425655,Low Risk,8,4,2.25,1800,32.98776133830155,Low Investment
505000,0.0002915451895043,Low Risk,7,4,1.75,1940,30.19882758298124,Low Investment
505000,0.2921282798833818,Low Risk,8,4,2.5,2780,47.118286275549174,Moderate Investment
500000,0.007871720116618,Low Risk,8,2,2.25,1290,29.764066665627286,Low Investment
499950,0.1545189504373177,Low Risk,7,3,1.0,980,32.801078873107684,Low Investment
490000,0.1530612244897959,Low Risk,8,2,2.5,1230,35.41121903306777,Moderate Investment
465000,0.1510204081632652,Low Risk,6,3,1.5,2020,32.441885845247185,Low Investment
453246,0.0061224489795918,Low Risk,8,3,2.5,2010,32.619229509985814,Low Investment
450000,0.3002915451895043,Low Risk,8,3,1.5,1770,43.744282128435785,Moderate Investment
420000,0.2941690962099125,Low Risk,7,2,2.5,1480,38.7239830997334,Moderate Investment
410000,0.293002915451895,Low Risk,8,3,2.25,2200,44.60246955925227,Moderate Investment
383000,0.007871720116618,Low Risk,8,4,2.5,2160,34.090269874183434,Low Investment
372500,0.003206997084548,Low Risk,7,5,3.0,2480,32.75929592616267,Low Investment
369000,0.2994169096209912,Low Risk,8,2,2.5,980,40.59699724045462,Moderate Investment
368000,0.1533527696793002,Low Risk,7,3,1.0,1280,33.55657068022013,Low Investment
